key	address	annote	author	booktitle	crossref	chapter	doi	edition	editor	eprint	howpublished	institution	journal	month	note	number	organization	pages	publisher	school	series	title	type	url	volume	year
jain2009signaling	 	 	Jain, Pragati  and Bhalla, Upinder S.	 	 	 	10.1371/journal.pcbi.1000287	 	 	 	 	 	{P}{L}o{S} Computational Biology	February	 	2	 	e1000287	Public Library of Science	 	 	Signaling logic of activity-triggered dendritic protein synthesis: an mTOR gate but not a feedback switch	 		5	2009
hong2009minimum	 	 	Hong, Christian {I}.  and {Z}\'{a}mborszky, Judit  and Csik\'{a}sz-Nagy, Attila	 	 	 	10.1371/journal.pcbi.1000384	 	 	 	 	 	{P}{L}o{S} Computational Biology	May	 	5	 	e1000384	Public Library of Science	 	 	Minimum criteria for {DNA} damage-induced phase advances in circadian rhythms	 		5	2009
nordlie2009towards	United States	 	Nordlie, Eilen  and Gewaltig, Marc-Oliver O. and Plesser, Hans Ekkehard	 	 	 	10.1371/journal.pcbi.1000456	 	 	 	 	 	{P}{L}o{S} Computational Biology	August	 	8	 	e1000456	 	 	 	Towards reproducible descriptions of neuronal network models	 		5	2009
colijn2009interpreting	 	 	Colijn, Caroline  and Brandes, Aaron  and Zucker, Jeremy  and Lun, Desmond S.  and Weiner, Brian  and Farhat, Maha R.  and Cheng, Tan-Yun -. Y. and Moody, D. Branch  and Murray, Megan  and Galagan, James E.	 	 	 	10.1371/journal.pcbi.1000489	 	 	 	 	 	{P}{L}o{S} Computational Biology	August	 	8	 	e1000489	Public Library of Science	 	 	Interpreting expression data with metabolic flux models: predicting Mycobacterium tuberculosis mycolic acid production	 		5	2009
yizhi2009modeling	 	 	Yizhi Cai, Matthew W. Lux, Laura Adam, Jean Peccoud	 	 	 	10.1371/journal.pcbi.1000529	 	 	 	 	 	{P}{L}o{S} Computational Biology	October	 	10	 	 	Public Library of Science	 	 	Modeling Structure-Function Relationships in Synthetic {DNA} Sequences using Attribute Grammars	 		5	2009
bandara2009optimal	 	 	Bandara, Samuel  and Schl\"{o}der, Johannes P.  and Eils, Roland  and Bock, Hans Georg  and Meyer, Tobias	 	 	 	10.1371/journal.pcbi.1000558	 	 	 	 	 	{P}{L}o{S} Computational Biology	November	 	11	 	e1000558	Public Library of Science	 	 	Optimal experimental design for parameter estimation of a cell signaling model	 		5	2009
zhang2009a	United States	 	Zhang, Tingting  and Song, Kyung W.  and Hekmat-Nejad, Mohammad  and Morris, David G.  and Wong, Brian R.	 	 	 	10.1371/journal.pone.0005332	 	 	 	 	 	{P}{L}o{S} One	 	 	4	 	e5332	 	 	 	A modeling-derived hypothesis on chronicity in respiratory diseases: desensitized pathogen recognition secondary to hyperactive IRAK/TRAF6 signaling	 		4	2009
kind2009large	 	 	Kind, Tobias  and Scholz, Martin  and Fiehn, Oliver	 	 	 	10.1371/journal.pone.0005440	 	 	 	 	 	{P}{L}o{S} One	 	 	5	 	e5440	Public Library of Science	 	 	How large is the metabolome? A critical analysis of data exchange practices in chemistry	 		4	2009
autiero2009modeling	United States	 	Autiero, Ida  and Costantini, Susan  and Colonna, Giovanni	 	 	 	10.1371/journal.pone.0006226	 	 	 	 	 	{P}{L}o{S} One	July	 	7	 	e6226	 	 	 	Modeling of the bacterial mechanism of methicillin-resistance by a systems biology approach	 		4	2009
lee2009pspp	United States	 	Lee, Michael S.  and Bondugula, Rajkumar  and Desai, Valmik  and Zavaljevski, Nela  and Yeh, In-Chul {C}. and Wallqvist, Anders  and Reifman, Jaques	 	 	 	10.1371/journal.pone.0006254	 	 	 	 	 	{P}{L}o{S} One	July	 	7	 	e6254	 	 	 	PSPP: a protein structure prediction pipeline for computing clusters	 		4	2009
milo2009genomic	United States	 	Milo, Marta  and Cacciabue-Rivolta, Daniela  and Kneebone, Adam  and Van Doorninck, Hikke  and Johnson, Claire  and Lawoko-Kerali, Grace  and Niranjan, Mahesan  and Rivolta, Marcelo  and Holley, Matthew	 	 	 	10.1371/journal.pone.0007144	 	 	 	 	 	{P}{L}o{S} One	September	 	9	 	e7144	 	 	 	Genomic analysis of the function of the transcription factor gata3 during development of the mammalian inner ear	 		4	2009
kono2009pathway	United States	 	Kono, Nobuaki  and Arakawa, Kazuharu  and Ogawa, Ryu  and Kido, Nobuhiro  and Oshita, Kazuki  and Ikegami, Keita  and Tamaki, Satoshi  and Tomita, Masaru	 	 	 	10.1371/journal.pone.0007710	 	 	 	 	 	{P}{L}o{S} One	November	 	11	 	e7710	 	 	 	Pathway projector: web-based zoomable pathway browser using KEGG atlas and {G}oogle Maps {{API}}	 		4	2009
grimplet2009vitisnet	United States	 	Grimplet, J\'{e}r\^{o}me  and Cramer, Grant R.  and Dickerson, Julie A.  and Mathiason, Kathy  and Van Hemert, John  and Fennell, Anne Y.	 	 	 	10.1371/journal.pone.0008365	 	 	 	 	 	{P}{L}o{S} One	December	 	12	 	e8365	 	 	 	VitisNet: "Omics" integration through grapevine molecular networks	 		4	2009
lister2009annotation	 	 	Lister, A. L.  and Lord, P.  and Pocock, M.  and Wipat, A.	Proc. of Bio-ontologies SIG/ISMB	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Annotation of {{SBML}} models through rule-based semantic integration	 		 	2009
ackermann2009massively	 	 	Ackermann, J.  and Baecher, P.  and Franzel, T.  and Goesele, M.  and Hamacher, K.	 	 	 	 	 	 	 	 	 	Proceedings of Massively Parallel Computational Biology on GPUs	 	 	 	 	 	Citeseer	 	 	Massively-parallel simulation of biochemical systems	 		 	2009
priami2009blenx4bio	Berlin	 	Priami, Corado  and Ballarini, Paolo  and Quaglia, Paola	Proceedings of the 7th International Conference on Computational Methods in Systems Biology (CMSB 2009)	 	 	 	 	 	 	 	 	 	 	 	 	 	26-51	Springer-Verlag	 	Lecture Notes in Bioinformatics	BlenX4Bio-BlenX for Biologists	 		 	2009
ouyang2009statistical	 	 	Ouyang, Zhengyu  and Song, Mingzhou	Proceedings of the 2009 International Joint Conference on Bioinformatics, Systems Biology and Intelligent Computing	 	 	10.1109/IJCBS.2009.10	 	 	 	 	 	 	August	 	 	 	472	{NIH} Public Access	 	 	Statistical Analysis of Discrete Dynamical System Models for Biological Networks	 		2009	2009
suzuki2009a	United States	 	Suzuki, Yasuyuki  and Asai, Yoshiyuki  and Oka, Hideki  and Heien, Eric  and Urai, Takahito  and Okamoto, Tatsuhide  and Yumikura, Yosuke  and Tominaga, Keisuke  and Kido, Yoshiyuki  and Nakanishi, Masao  and Hagihara, Kenichi  and Kurachi, Yoshihisa  and Nomura, Taishin	Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBS)	 	 	10.1109/IEMBS.2009.5333775	 	 	 	 	 	 	 	 	 	 	2803-6	 	 	 	A platform for in silico modeling of physiological systems {II}I	 		2009	2009
viti2009ontological	 	 	Viti, Federica  and Mosca, Ettore  and Merelli, Ivan  and Calabria, Andrea  and Alfieri, Roberta  and Milanesi, Luciano	Research Conference on Metadata and Semantic Research	 	 	 	 	 	 	 	 	 	 	 	 	 	171-182	 	 	 	Ontological enrichment of the Genes-to-Systems breast cancer database	 		 	2009
cox2009simplifying	 	 	Cox Jr, Louis Anthony	Risk Analysis of Complex and Uncertain Systems	 	 	 	 	 	 	 	 	 	 	 	 	 	303-323	Springer	 	 	Simplifying Complex Dynamic Networks: A Model of Protease Imbalance and COPD Dynamic Dose-Response	 		 	2009
lambrix2009information	 	 	Lambrix, Patrick  and Str\"{o}mb\"{a}ck, Lena  and Tan, He	Semantic Techniques for the Web	 	 	 	 	 	 	 	 	 	 	 	 	 	343-376	Springer	 	 	Information integration in bioinformatics with ontologies and standards	 		 	2009
Liu:SystemsBiomedicineConceptsAndPerspectives:2009	London	 	Liu, T.  and Lauffenberger, Douglas	 	 	 	 	illustrated	 	 	 	 	 	 	 	 	 	438	Academic Press	 	 	Systems biomedicine concepts and perspectives	 		 	2009
kaimachnikov2009toggle	 	 	Kaimachnikov, Nikolai P.  and Kholodenko, Boris N.	 	 	 	10.1111/j.1742-4658.2009.07117.x	 	 	 	 	 	The FEBS journal	August	 	15	 	4102	{NIH} Public Access	 	 	Toggle switches, pulses and oscillations are intrinsic properties of the Src activation/deactivation cycle	 		276	2009
pinzon2009computational	England	 	Pinz\'{o}n, Andr\'{e}s  and Barreto, Emiliano  and Bernal, Adriana  and Achenie, Luke  and Barrios, Andres F. Gonz\'{a}lez  and Isea, Ra\'{u}l  and Restrepo, Silvia	 	 	 	10.1186/1742-4682-6-24	 	 	 	 	 	Theoretical Biology and Medical Modelling	November	 	 	 	24	 	 	 	Computational models in plant-pathogen interactions: the case of Phytophthora infestans	 		6	2009
ciocchetta2009bio	 	 	Ciocchetta, Federica  and Hillston, Jane	 	 	 	10.1016/j.tcs.2009.02.037	 	 	 	 	 	Theoretical Computer Science	August	 	33-34	 	3065-3084	Elsevier BV	 	 	Bio-PEPA: A framework for the modelling and analysis of biological systems	 		410	2009
zhang2009phase	 	 	Zhang, Qiang  and Pi, Jingbo  and Woods, Courtney G.  and Andersen, Melvin E.	 	 	 	10.1016/j.taap.2009.04.005	 	 	 	 	 	Toxicology and applied pharmacology	June	 	3	 	345	{NIH} Public Access	 	 	Phase {I} to {II} cross-induction of xenobiotic metabolizing enzymes: a feedforward control mechanism for potential hormetic responses	 		237	2009
heiner2009extended	 	 	Heiner, Monika  and Lehrack, Sebastian  and Gilbert, David  and Marwan, Wolfgang	Transactions on Computational Systems Biology XI	 	 	 	 	 	 	 	 	 	 	 	 	 	138-163	Springer	 	 	Extended stochastic {P}etri nets for model-based design of wetlab experiments	 		 	2009
jack2009discrete	 	 	Jack, John  and P\u{a}un, Andrei	Transactions on Computational Systems Biology XI	 	 	 	 	 	 	 	 	 	 	 	 	 	200-215	Springer	 	 	Discrete modeling of biochemical signaling with memory enhancement	 		 	2009
meier2009multiscale	United States	 	Meier-Schellersheim, Martin  and Fraser, Iain D. {C}.  and Klauschen, Frederick	 	 	 	10.1002/wsbm.33	 	 	 	 	 	Wiley Interdisciplinary Reviews: Systems Biology and Medicine	 	 	1	 	4-14	 	 	 	Multiscale modeling for biologists	 		1	2009
popel2009systems	 	 	Popel, Aleksander S.  and Hunter, Peter J.	 	 	 	 	 	 	 	 	 	Wiley Interdisciplinary Reviews: Systems Biology and Medicine	 	 	2	 	 	John Wiley \& Sons, Inc. Hoboken, USA	 	 	Systems Biology and Physiome Projects	 		1	2009
terzer2009genome	 	 	Terzer, Marco  and Maynard, Nathaniel D.  and Covert, Markus W.  and Stelling, J\"{o}rg	 	 	 	 	 	 	 	 	 	Wiley Interdisciplinary Reviews: Systems Biology and Medicine	 	 	3	 	285-297	Wiley Online Library	 	 	Genome-scale metabolic networks	 		1	2009
schaeffer2008use	 	 	Schaeffer, O.	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	On the use of process algebra techniques in computational modelling of cancer initiation and development	 		 	2008
larcher2008blenx	 	 	Larcher, R.  and Priami, {C}.	 	 	 	 	 	 	 	 	 		 	 	 	 	 	University of Trento	 	 	From BlenX to chemical reactions via {{SBML}}	 		 	2008
liebermeister_2008	 	 	Liebermeister, W.  and Krause, F.  and Klipp, E.	5th Workshop on Computation of Biochemical Pathways and Genetic Networks	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Merging of systems biology models with semanticsbml	 		 	2008
ciocchetta2008process	 	 	Ciocchetta, Federica  and Hillston, Jane	8th International School on Formal Methods for the Design of Computer, Communication and Software Systems (SFM 2008)	 	 	 	 	 	 	 	 	 	 	 	 	 	265-312	 	 	LNCS	Process algebras in systems biology	 		 	2008
murphy2008automated	 	 	Murphy, Robert F.	 	 	 	10.1109/ISBI.2008.4540994	 	 	 	 	 	2008 5th IEEE International Symposium on Biomedical Imaging: From Nano to Macro	May	 	 	 	308	{NIH} Public Access	 	 	Automated proteome-wide determination of subcellular location using high throughput microscopy	 		2008	2008
dematte2008modelling	 	 	Dematt\'{e}, Lorenzo  and Priami, Corrado  and Romanel, Alessandro	 	 	 	 	 	 	 	 	 	{ACM} SIGMETRICS Performance Evaluation Review	 	 	4	 	32-39	{ACM}	 	 	Modelling and simulation of biological processes in BlenX	 		35	2008
khan2008physiological	 	 	Khan, Rishi L.  and Vadigepalli, Rajanikanth  and McDonald, Mary K.  and Rogers, Robert F.  and Gao, Guang R.  and Schwaber, James S.	 	 	 	 	 	 	 	 	 	American Journal of Physiology. Regulatory, Integrative and Comparative Physiology	 	 	1	 	R15	American Physiological Society	 	 	Dynamic transcriptomic response to acute hypertension in the nucleus tractus solitarius	 		295	2008
ren2008multi	 	 	Ren, Li-Hong -. H. and Ding, Yong-Sheng -. S. and Shen, Yi-Zhen -. {Z}. and Zhang, Xiang-Feng -. F.	 	 	 	10.1007/s00726-008-0081-2	 	 	 	 	 	Amino Acids	 	 	 	 	565  572-	 	 	 	Multi-agent-based bio-network for systems biology: protein-protein interaction network as an example	 		35	2008
wellstead2008the	 	 	Wellstead, Peter  and Bullinger, Eric  and Kalamatianos, Dimitrios  and Mason, Oliver  and Verwoerd, Mark	 	 	 	 	 	 	 	 	 	Annual Reviews in Control	 	 	1	 	33-47	Elsevier	 	 	The role of control and system theory in systems biology	 		32	2008
ogawa2008comparative	United States	 	Ogawa, Yukino  and Arakawa, Kazuharu  and Kaizu, Kazunari  and Miyoshi, Fumihiko  and Nakayama, Yoichi  and Tomita, Masaru	 	 	 	10.1162/artl.2008.14.1.29	 	 	 	 	 	Artificial Life	 	 	1	 	29-48	 	 	 	Comparative study of circadian oscillatory network models of Drosophila	 		14	2008
thaung2008pathologic	 	 	Thaung, M. M.	 	 	 	10.1071/ap08007	 	 	 	 	 	Australasian Plant Pathology	 	 	2	 	180	Springer Nature	 	 	Pathologic and taxonomic analysis of leaf spot and tar spot diseases in a tropical dry to wet monsoon ecosystem of lowland Burma	 		37	2008
pavlopoulos2008a	England	 	Pavlopoulos, Georgios A.  and Wegener, Anna-Lynn L. and Schneider, Reinhard	 	 	 	10.1186/1756-0381-1-12	 	 	 	 	 	BioData Mining	 	 	 	 	12	 	 	 	A survey of visualization tools for biological network analysis	 		1	2008
long2008synthetic	England	 	Long, James  and Roth, Mitchell	 	 	 	10.1093/bioinformatics/btm529	 	 	 	 	 	Bioinformatics	January	 	1	 	132-4	 	 	 	Synthetic microarray data generation with RANGE and NEMO	 		24	2008
evans2008sbml	 	 	Evans, Thomas W.  and Gillespie, Colin S.  and Wilkinson, Darren J.	 	 	 	 	 	 	 	 	 	Bioinformatics	 	 	2	 	285-286	Oxford Univ Press	 	 	The {{SBML}} discrete stochastic models test suite	 		24	2008
li_2008	England	 	Li, Peter  and Oinn, Tom  and Soiland, Stian  and Kell, Douglas B.	 	 	 	10.1093/bioinformatics/btm578	 	 	 	 	 	Bioinformatics	January	 	2	 	287-9	 	 	 	Automated manipulation of systems biology models using lib{S}{B}{M}{L} within Taverna workflows	 		24	2008
vyshemirsky2008bayesian	 	 	Vyshemirsky, Vladislav  and Girolami, Mark A.	 	 	 	 	 	 	 	 	 	Bioinformatics	 	 	6	 	833-839	Oxford Univ Press	 	 	{B}ayesian ranking of biochemical system models	 		24	2008
zinovyev2008binom	England	 	Zinovyev, Andrei  and Viara, Eric  and Calzone, Laurence  and Barillot, Emmanuel	 	 	 	10.1093/bioinformatics/btm553	 	 	 	 	 	Bioinformatics	March	 	6	 	876-7	 	 	 	BiNoM: a {C}ytoscape plugin for manipulating and analyzing biological networks	 		24	2008
bornstein2008libsbml	 	 	Bornstein, Benjamin J.  and Keating, Sarah M.  and Jouraku, Akiya  and Hucka, Michael	 	 	 	10.1093/bioinformatics/btn051	 	 	 	 	 	Bioinformatics	 	 	6	 	880-881	 	 	 	{L}ib{S}{B}{M}{L}: an {{API}} library for {{SBML}}	 		24	2008
liu2008silico	 	 	Liu, G.  and Neelamegham, S.	 	 	 	 	 	 	 	 	 	Bioinformatics	 	 	8	 	1109-1111	Oxford Univ Press	 	 	In silico Biochemical Reaction Network Analysis (IBRENA): a package for simulation and analysis of reaction networks	 		24	2008
roy2008a	England	 	Roy, Sushmita  and Werner-Washburne, Margaret  and Lane, Terran	 	 	 	10.1093/bioinformatics/btn126	 	 	 	 	 	Bioinformatics	May	 	10	 	1318-20	 	 	 	A system for generating transcription regulatory networks with combinatorial control of transcription	 		24	2008
centler2008computing	England	 	Centler, Florian  and Kaleta, Christoph  and di Fenizio, Pietro Speroni  and Dittrich, Peter	 	 	 	10.1093/bioinformatics/btn228	 	 	 	 	 	Bioinformatics	July	 	14	 	1611-8	 	 	 	Computing chemical organizations in biological networks	 		24	2008
saez2008automatic	England	 	Saez-Rodriguez, Julio  and Gayer, Stefan  and Ginkel, Martin  and Gilles, Ernst Dieter	 	 	 	10.1093/bioinformatics/btn289	 	 	 	 	 	Bioinformatics	August	 	16	 	i213-9	 	 	 	Automatic decomposition of kinetic models of signaling networks minimizing the retroactivity among modules	 		24	2008
vyshemirsky2008biobayes	 	 	Vyshemirsky, Vladislav  and Girolami, Mark	 	 	 	10.1093/bioinformatics/btn338	 	 	 	 	 	Bioinformatics	 	 	17	 	1933  1934-	 	 	 	BioBayes: A software package for {B}ayesian inference in systems biology	 		24	2008
bergmann2008comparing	England	 	Bergmann, Frank T.  and Sauro, Herbert M.	 	 	 	10.1093/bioinformatics/btn319	 	 	 	 	 	Bioinformatics	September	 	17	 	1963-5	 	 	 	Comparing simulation results of {{SBML}} capable simulators	 		24	2008
maiwald2008dynamical	 	 	Maiwald, Thomas  and Timmer, Jens	 	 	 	10.1093/bioinformatics/btn350	 	 	 	 	 	Bioinformatics	 	 	18	 	2037-2043	 	 	 	Dynamical modeling and multi-experiment fitting with PottersWheel	 	http://bioinformatics.oxfordjournals.org/content/24/18/2037.abstract	24	2008
blum2008metaroute	England	 	Blum, Torsten  and Kohlbacher, Oliver	 	 	 	10.1093/bioinformatics/btn360	 	 	 	 	 	Bioinformatics	September	 	18	 	2108-9	 	 	 	MetaRoute: fast search for relevant metabolic routes for interactive network navigation and visualization	 		24	2008
terzer2008large	England	 	Terzer, Marco  and Stelling, J\"{o}rg	 	 	 	10.1093/bioinformatics/btn401	 	 	 	 	 	Bioinformatics	October	 	19	 	2229-35	 	 	 	Large-scale computation of elementary flux modes with bit pattern trees	 		24	2008
hill2008synbioss	 	 	Hill, A. D.  and Tomshine, J. R.  and Weeding, E. M. B.  and Sotiropoulos, V.  and Kaznessis, Y. N.	 	 	 	 	 	 	 	 	 	Bioinformatics	 	 	21	 	2551-2553	Oxford Univ Press	 	 	SynBioSS: the synthetic biology modeling suite	 		24	2008
zhou2008tcal	England	 	Zhou, Xin  and Su, Zhen	 	 	 	10.1093/bioinformatics/btn494	 	 	 	 	 	Bioinformatics	November	 	22	 	2639-40	 	 	 	tCal: transcriptional probability calculator using thermodynamic model	 		24	2008
liu2008systems	England	 	Liu, Gang  and Marathe, Dhananjay D.  and Matta, Khushi L.  and Neelamegham, Sriram	 	 	 	10.1093/bioinformatics/btn515	 	 	 	 	 	Bioinformatics	December	 	23	 	2740-7	 	 	 	Systems-level modeling of cellular glycosylation reaction networks: O-linked glycan formation on natural selectin ligands	 		24	2008
jablonsky2008impact	England	 	Jablonsky, Jiri  and Susila, Petr  and Lazar, Dusan	 	 	 	10.1093/bioinformatics/btn530	 	 	 	 	 	Bioinformatics	December	 	23	 	2755-9	 	 	 	Impact of dimeric organization of enzyme on its function: the case of photosynthetic water splitting	 		24	2008
kanaris2008building	 	 	Kanaris, {I}.  and Moutselos, K.  and Chatziioannou, A.  and Maglogiannis, {I}.  and Kolisis, F. N.	BioInformatics and BioEngineering, 2008. BIBE 2008. 8th IEEE International Conference on	 	 	 	 	 	 	 	 	 	 	 	 	 	1-6	 	 	 	Building in-silico pathway {{SBML}} models from heterogeneous sources	 		 	2008
gilbert2008case	 	 	Gilbert, David  and Heiner, Monika  and Rosser, Susan  and Fulton, Rachael  and Gu, Xu  and Trybilo, Maciej	Biologically-Inspired Collaborative Computing	 	 	 	 	 	 	 	 	 	 	 	 	 	163-175	Springer	 	 	A case study in model-driven synthetic biology	 		 	2008
moreno2008metabolic	 	 	Moreno-S\'{a}nchez, Rafael  and Saavedra, Emma  and Rodr\'{i}guez-Enr\'{i}quez, Sara  and Ol\'{i}n-Sandoval, Viridiana	 	 	 	10.1155/2008/597913	 	 	 	 	 	BioMed Research International	 	 	 	 	 	Hindawi Publishing Corporation	 	 	Metabolic control analysis: a tool for designing strategies to manipulate metabolic pathways	 		2008	2008
li2008algorithms	United States	 	Li, Hong  and Cao, Yang  and Petzold, Linda R.  and Gillespie, Daniel T.	 	 	 	10.1021/bp070255h	 	 	 	 	 	Biotechology Progress	 	 	1	 	56-61	 	 	 	Algorithms and software for stochastic simulation of biochemical reacting systems	 		24	2008
purvis2008role	 	 	Purvis, Jeremy  and Ilango, Vibitha  and Radhakrishnan, Ravi	 	 	 	10.1021/bp070405o	 	 	 	 	 	Biotechology Progress	May	 	3	 	540	{NIH} Public Access	 	 	Role of Network Branching in Eliciting Differential Short-Term Signaling Responses in the Hypersensitive Epidermal Growth Factor Receptor Mutants Implicated in Lung Cancer	 		24	2008
arikuma2008drug	England	 	Arikuma, Takeshi  and Yoshikawa, Sumi  and Azuma, Ryuzo  and Watanabe, Kentaro  and Matsumura, Kazumi  and Konagaya, Akihiko	 	 	 	10.1186/1471-2105-9-S6-S11	 	 	 	 	 	BMC Bioinformatics	May	 	 	 	S11	 	 	 	Drug interaction prediction using ontology-driven hypothetical assertion framework for pathway generation followed by numerical simulation	 		9 Suppl 6	2008
stokes2008arraywiki	England	 	Stokes, Todd H.  and Torrance, J. T.  and Li, Henry  and Wang, May D.	 	 	 	10.1186/1471-2105-9-S6-S18	 	 	 	 	 	BMC Bioinformatics	May	 	 	 	S18	 	 	 	ArrayWiki: an enabling technology for sharing public microarray data repositories and meta-analyses	 		9 Suppl 6	2008
huan2008proteolens	England	 	Huan, Tianxiao  and Sivachenko, Andrey Y.  and Harrison, Scott H.  and Chen, Jake Y.	 	 	 	10.1186/1471-2105-9-S9-S5	 	 	 	 	 	BMC Bioinformatics	August	 	 	 	S5	 	 	 	ProteoLens: a visual analytic tool for multi-scale database-driven biological network data mining	 		9 Suppl 9	2008
kim2008corpus	England	 	Kim, Jin-Dong D. and Ohta, Tomoko  and Tsujii, Jun'ichi	 	 	 	10.1186/1471-2105-9-10	 	 	 	 	 	BMC Bioinformatics	January	 	 	 	10	 	 	 	Corpus annotation for mining biomedical events from literature	 		9	2008
elkon2008spike	England	 	Elkon, Ran  and Vesterman, Rita  and Amit, Nira  and Ulitsky, Igor  and Zohar, Idan  and Weisz, Mali  and Mass, Gilad  and Orlev, Nir  and Sternberg, Giora  and Blekhman, Ran  and Assa, Jackie  and Shiloh, Yosef  and Shamir, Ron	 	 	 	10.1186/1471-2105-9-110	 	 	 	 	 	BMC Bioinformatics	February	 	 	 	110	 	 	 	SPIKE--a database, visualization and analysis tool of cellular signaling pathways	 		9	2008
moore2008cwrml	England	 	Moore, Jonathan D.  and Kell, Shelagh P.  and Iriondo, Jose M.  and Ford-Lloyd, Brian V.  and Maxted, Nigel	 	 	 	10.1186/1471-2105-9-116	 	 	 	 	 	BMC Bioinformatics	February	 	 	 	116	 	 	 	CWRML: representing crop wild relative conservation and use data in {XML}	 		9	2008
rantanen2008an	England	 	Rantanen, Ari  and Rousu, Juho  and Jouhten, Paula  and Zamboni, Nicola  and Maaheimo, Hannu  and Ukkonen, Esko	 	 	 	10.1186/1471-2105-9-266	 	 	 	 	 	BMC Bioinformatics	June	 	 	 	266	 	 	 	An analytic and systematic framework for estimating metabolic flux ratios from 13C tracer experiments	 		9	2008
zi2008sbml	England	 	Zi, Zhike  and Zheng, Yanan  and Rundell, Ann E.  and Klipp, Edda	 	 	 	10.1186/1471-2105-9-342	 	 	 	 	 	BMC Bioinformatics	August	 	 	 	342	 	 	 	{{SBML}}-SAT: a systems biology markup language ({{SBML}}) based sensitivity analysis tool	 		9	2008
erhard2008fern	England	 	Erhard, Florian  and Friedel, Caroline {C}.  and Zimmer, Ralf	 	 	 	10.1186/1471-2105-9-356	 	 	 	 	 	BMC Bioinformatics	 	 	 	 	356	 	 	 	FERN - a {J}ava framework for stochastic simulation and evaluation of reaction networks	 		9	2008
van2008presenting	England	 	van Iersel, Martijn P.  and Kelder, Thomas  and Pico, Alexander R.  and Hanspers, Kristina  and Coort, Susan  and Conklin, Bruce R.  and Evelo, Chris	 	 	 	10.1186/1471-2105-9-399	 	 	 	 	 	BMC Bioinformatics	 	 	 	 	399	 	 	 	Presenting and exploring biological pathways with PathVisio	 		9	2008
stanislaus2008rppaml	England	 	Stanislaus, Romesh  and Carey, Mark  and Deus, Helena F.  and Coombes, Kevin  and Hennessy, Bryan T.  and Mills, Gordon B.  and Almeida, Jonas S.	 	 	 	10.1186/1471-2105-9-555	 	 	 	 	 	BMC Bioinformatics	December	 	 	 	555	 	 	 	RPPAML/RIMS: a metadata format and an information management system for reverse phase protein arrays	 		9	2008
raza2008a	 	 	Raza, Sobia  and Robertson, Kevin A.  and Lacaze, Paul A.  and Page, David  and Enright, Anton J.  and Ghazal, Peter  and Freeman, Tom {C}.	 	 	 	 	 	 	 	 	 	BMC Systems Biology	 	 	 	 	 	 	 	 	A logic-based diagram of signalling pathways central to macrophage activation	 		2	2008
novikov2008regulatory	England	 	Novikov, Eugene  and Barillot, Emmanuel	 	 	 	10.1186/1752-0509-2-8	 	 	 	 	 	BMC Systems Biology	January	 	 	 	8	 	 	 	Regulatory network reconstruction using an integral additive model with flexible kernel functions	 		2	2008
cao2008optimal	England	 	Cao, Youfang  and Liang, Jie	 	 	 	10.1186/1752-0509-2-30	 	 	 	 	 	BMC Systems Biology	March	 	 	 	30	 	 	 	Optimal enumeration of state space of finitely buffered stochastic molecular networks and exact computation of steady state landscape probability	 		2	2008
kaleta2008phenotype	England	 	Kaleta, Christoph  and Centler, Florian  and di Fenizio, Pietro Speroni  and Dittrich, Peter	 	 	 	10.1186/1752-0509-2-37	 	 	 	 	 	BMC Systems Biology	April	 	 	 	37	 	 	 	Phenotype prediction in regulated metabolic networks	 		2	2008
drager2008sbmlsqueezer	England	 	Dr\"{a}ger, Andreas  and Hassis, Nadine  and Supper, Jochen  and Schr\"{o}der, Adrian  and Zell, Andreas	 	 	 	10.1186/1752-0509-2-39	 	 	 	 	 	BMC Systems Biology	 	 	 	 	39	 	 	 	SBMLsqueezer: a {C}ell{D}esigner plug-in to generate kinetic rate equations for biochemical networks	 		2	2008
banga2008optimization	England	 	Banga, Julio R.	 	 	 	10.1186/1752-0509-2-47	 	 	 	 	 	BMC Systems Biology	 	 	 	 	47	 	 	 	Optimization in computational systems biology	 		2	2008
nagasaki2008systematic	England	 	Nagasaki, Masao  and Saito, Ayumu  and Li, Chen  and Jeong, Euna  and Miyano, Satoru	 	 	 	10.1186/1752-0509-2-53	 	 	 	 	 	BMC Systems Biology	 	 	 	 	53	 	 	 	Systematic reconstruction of TRANSPATH data into cell system markup language	 		2	2008
wright2008the	England	 	Wright, Jeremiah  and Wagner, Andreas	 	 	 	10.1186/1752-0509-2-55	 	 	 	 	 	BMC Systems Biology	June	 	 	 	55	 	 	 	The Systems Biology Research Tool: evolvable open-source software	 		2	2008
boulianne2008gridcell	England	 	Boulianne, Laurier  and Al Assaad, Sevin  and Dumontier, Michel  and Gross, Warren J.	 	 	 	10.1186/1752-0509-2-66	 	 	 	 	 	BMC Systems Biology	July	 	 	 	66	 	 	 	GridCell: a stochastic particle-based biological system simulator	 		2	2008
yang2008an	England	 	Yang, Chin-Rang R.	 	 	 	10.1186/1752-0509-2-70	 	 	 	 	 	BMC Systems Biology	August	 	 	 	70	 	 	 	An enzyme-centric approach for modelling non-linear biological complexity	 		2	2008
